Team,1,2,3,4,5,6,7,8,9,R,H,E,Game,10,11,12,13,14,15,16,17,18,19
SEA,2,1,0,3,0,0,0,0,2,8,12,0,380913103,,,,,,,,,,
LAA,0,0,0,0,0,0,1,0,1,2,6,1,380913103,,,,,,,,,,
CHW,1,2,2,0,2,0,0,1,0,8,9,1,380914101,,,,,,,,,,
BAL,0,1,0,1,0,0,4,0,0,6,8,1,380914101,,,,,,,,,,
TOR,0,0,0,0,0,0,0,0,0,0,7,1,380914110,,,,,,,,,,
NYY,5,0,3,0,1,0,0,2,-,11,14,0,380914110,,,,,,,,,,
MIA,0,0,0,0,0,1,1,0,0,2,9,0,380914122,,,,,,,,,,
PHI,0,3,0,2,3,3,0,3,-,14,18,1,380914122,,,,,,,,,,
NYM,1,0,3,1,0,0,0,3,0,8,9,0,380914102,,,,,,,,,,
BOS,0,0,0,0,0,0,0,0,0,0,4,0,380914102,,,,,,,,,,
DET,1,0,0,1,0,0,2,1,0,5,11,1,380914105,,,,,,,,,,
CLE,0,0,0,0,0,2,0,0,2,4,6,0,380914105,,,,,,,,,,
OAK,0,0,0,1,0,0,0,0,0,2,3,0,380914130,1.0,,,,,,,,,
TB,0,0,0,1,0,0,0,0,0,1,6,1,380914130,0.0,,,,,,,,,
WSH,0,2,0,2,0,0,1,0,0,5,9,0,380914115,,,,,,,,,,
ATL,0,2,2,2,0,1,0,3,-,10,13,1,380914115,,,,,,,,,,
LAD,0,1,0,0,0,0,1,0,1,3,7,0,380914124,,,,,,,,,,
STL,0,0,0,0,0,0,0,0,0,0,2,0,380914124,,,,,,,,,,
CIN,0,0,0,2,0,0,0,0,0,2,9,1,380914116,,,,,,,,,,
CHC,0,0,0,0,0,0,3,0,-,3,7,1,380914116,,,,,,,,,,
PIT,0,0,2,0,1,0,0,1,0,4,7,0,380914108,,,,,,,,,,
MIL,3,0,0,0,1,2,1,0,-,7,11,0,380914108,,,,,,,,,,
ARI,2,0,0,0,0,0,0,2,0,4,10,0,380914118,,,,,,,,,,
HOU,2,0,0,0,0,0,0,0,0,2,5,0,380914118,,,,,,,,,,
MIN,0,0,0,0,3,0,1,0,0,4,13,0,380914107,,,,,,,,,,
KC,1,1,0,0,0,0,1,0,5,8,11,0,380914107,,,,,,,,,,
SEA,0,0,0,3,0,0,2,0,0,5,9,0,380914103,,,,,,,,,,
LAA,0,0,0,0,0,0,0,0,0,0,6,2,380914103,,,,,,,,,,
TEX,0,1,0,0,1,0,2,0,0,4,9,0,380914125,,,,,,,,,,
SD,0,0,0,0,0,0,0,0,0,0,5,1,380914125,,,,,,,,,,
COL,0,0,0,0,0,0,0,0,0,0,2,0,380914126,,,,,,,,,,
SF,0,2,0,0,0,0,0,0,-,2,8,0,380914126,,,,,,,,,,
WSH,1,0,0,1,0,3,1,1,0,7,7,1,380915115,,,,,,,,,,
ATL,1,0,0,0,0,0,0,0,0,1,2,0,380915115,,,,,,,,,,
LAD,2,0,0,1,5,2,0,3,4,17,16,0,380915124,,,,,,,,,,
STL,0,0,0,4,0,0,0,0,0,4,5,1,380915124,,,,,,,,,,
DET,0,0,0,0,0,0,0,0,0,0,2,4,380915105,,,,,,,,,,
CLE,6,5,2,2,0,0,0,0,-,15,18,0,380915105,,,,,,,,,,
TOR,0,3,2,0,0,0,3,0,0,8,16,0,380915110,,,,,,,,,,
NYY,0,0,0,0,0,1,6,0,0,7,8,1,380915110,,,,,,,,,,
NYM,0,0,0,3,0,0,0,0,0,3,2,2,380915102,,,,,,,,,,
BOS,1,0,0,0,4,0,0,0,-,5,10,0,380915102,,,,,,,,,,
CIN,0,0,0,0,0,0,0,0,0,0,4,0,380915116,,,,,,,,,,
CHC,0,0,0,0,0,1,0,0,-,1,4,0,380915116,,,,,,,,,,
OAK,0,0,1,0,0,1,2,0,1,5,13,0,380915130,,,,,,,,,,
TB,0,2,0,0,0,2,0,3,-,7,8,0,380915130,,,,,,,,,,
CHW,0,0,0,0,0,1,0,0,1,2,6,0,380915101,,,,,,,,,,
BAL,0,0,0,0,0,0,0,0,0,0,5,0,380915101,,,,,,,,,,
MIA,0,4,0,0,0,0,0,0,0,4,6,1,380915122,,,,,,,,,,
PHI,0,2,0,0,3,0,0,0,-,5,4,2,380915122,,,,,,,,,,
PIT,0,1,0,1,0,1,0,0,0,3,5,0,380915108,,,,,,,,,,
MIL,1,0,0,0,0,0,0,0,0,1,7,1,380915108,,,,,,,,,,
ARI,0,0,0,1,1,0,0,1,1,4,6,2,380915118,,,,,,,,,,
HOU,0,1,1,3,0,3,2,0,-,10,12,1,380915118,,,,,,,,,,
MIN,0,1,0,0,1,0,0,1,0,3,11,2,380915107,,,,,,,,,,
KC,1,1,0,4,0,2,2,0,-,10,15,1,380915107,,,,,,,,,,
TEX,0,1,0,0,0,5,0,0,0,6,9,0,380915125,,,,,,,,,,
SD,0,0,3,0,0,0,0,0,0,3,8,0,380915125,,,,,,,,,,
COL,0,0,0,0,0,0,0,0,0,0,7,0,380915126,,,,,,,,,,
SF,0,2,1,0,0,0,0,0,-,3,8,1,380915126,,,,,,,,,,
SEA,0,0,0,0,2,1,0,3,0,6,12,0,380915103,,,,,,,,,,
LAA,3,0,0,1,0,0,0,0,1,5,8,0,380915103,,,,,,,,,,
CHW,0,1,0,0,3,0,0,0,0,4,9,1,380916101,,,,,,,,,,
BAL,5,0,0,1,0,0,1,1,-,8,11,2,380916101,,,,,,,,,,
NYM,0,0,0,0,0,2,1,0,0,3,6,0,380916102,,,,,,,,,,
BOS,0,0,3,0,0,0,0,1,-,4,6,1,380916102,,,,,,,,,,
TOR,0,0,1,0,0,0,0,2,0,3,7,1,380916110,,,,,,,,,,
NYY,2,0,0,0,0,0,0,0,0,2,6,0,380916110,,,,,,,,,,
DET,1,0,0,0,4,0,0,1,0,6,12,0,380916105,,,,,,,,,,
CLE,1,0,0,2,0,0,0,0,1,4,8,0,380916105,,,,,,,,,,
OAK,0,0,0,0,0,0,0,0,4,4,4,0,380916130,,,,,,,,,,
TB,2,0,0,1,0,0,2,0,-,5,9,0,380916130,,,,,,,,,,
WSH,3,0,2,0,0,0,0,0,1,6,11,0,380916115,,,,,,,,,,
ATL,0,0,0,2,0,0,0,2,0,4,8,0,380916115,,,,,,,,,,
MIA,0,0,0,2,1,3,0,0,0,6,9,2,380916122,,,,,,,,,,
PHI,1,0,0,0,0,0,1,0,2,4,7,1,380916122,,,,,,,,,,
PIT,0,1,0,1,0,0,0,0,1,3,5,0,380916108,,,,,,,,,,
MIL,0,0,0,0,0,0,0,0,2,2,5,0,380916108,,,,,,,,,,
ARI,0,0,0,0,0,1,0,0,3,4,5,1,380916118,,,,,,,,,,
HOU,1,0,0,0,0,1,2,1,-,5,12,0,380916118,,,,,,,,,,
MIN,0,1,1,3,0,2,0,0,2,9,18,0,380916107,,,,,,,,,,
KC,2,0,0,1,2,0,0,0,1,6,13,1,380916107,,,,,,,,,,
CIN,1,0,0,1,0,0,0,0,0,2,6,0,380916116,,,,,,,,,,
CHC,0,0,0,0,1,0,0,0,0,1,5,2,380916116,,,,,,,,,,
COL,0,3,0,0,0,0,0,0,0,3,7,0,380916126,,,,,,,,,,
SF,0,0,0,0,0,1,0,1,0,2,7,1,380916126,,,,,,,,,,
SEA,0,0,1,2,0,0,0,0,0,3,7,0,380916103,,,,,,,,,,
LAA,0,0,3,0,0,0,1,0,-,4,7,0,380916103,,,,,,,,,,
TEX,0,1,1,0,0,1,0,0,0,3,8,1,380916125,,,,,,,,,,
SD,1,0,0,0,0,0,1,0,5,7,8,0,380916125,,,,,,,,,,
LAD,0,0,0,0,0,0,0,0,0,0,4,1,380916124,,,,,,,,,,
STL,0,1,0,2,0,1,0,1,-,5,8,0,380916124,,,,,,,,,,
TOR,0,3,0,0,0,0,1,0,1,5,6,0,380917101,,,,,,,,,,
BAL,0,0,0,0,0,0,0,0,0,0,3,0,380917101,,,,,,,,,,
NYM,0,1,0,0,3,0,1,0,4,9,14,0,380917122,,,,,,,,,,
PHI,0,0,0,0,4,0,0,0,0,4,5,0,380917122,,,,,,,,,,
KC,0,0,1,0,4,0,0,1,0,6,10,1,380917123,,,,,,,,,,
PIT,0,0,1,2,0,0,1,2,1,7,16,1,380917123,,,,,,,,,,
MIN,1,0,0,4,0,0,0,0,1,6,9,1,380917106,,,,,,,,,,
DET,0,0,0,1,0,0,0,0,0,1,5,0,380917106,,,,,,,,,,
WSH,0,1,3,0,0,0,1,0,0,5,7,0,380917128,,,,,,,,,,
MIA,0,0,0,0,2,3,2,1,-,8,9,1,380917128,,,,,,,,,,
STL,3,0,0,1,2,0,0,3,2,11,10,2,380917115,,,,,,,,,,
ATL,0,0,2,0,0,2,1,1,0,6,10,0,380917115,,,,,,,,,,
CIN,0,0,0,0,0,0,0,0,0,0,8,2,380917108,,,,,,,,,,
MIL,0,0,1,0,3,4,0,0,-,8,11,0,380917108,,,,,,,,,,
TB,1,0,0,0,0,1,1,0,0,3,8,0,380917113,,,,,,,,,,
TEX,0,0,0,0,0,0,0,0,0,0,2,1,380917113,,,,,,,,,,
SEA,0,0,0,0,0,0,0,4,0,4,9,0,380917118,,,,,,,,,,
HOU,0,0,0,1,0,0,0,0,0,1,3,0,380917118,,,,,,,,,,
CHC,0,0,0,0,0,3,0,2,0,5,9,1,380917129,,,,,,,,,,
ARI,0,0,0,0,0,0,0,0,1,1,3,0,380917129,,,,,,,,,,
COL,0,0,0,0,0,0,0,2,0,2,6,0,380917119,,,,,,,,,,
LAD,2,0,4,2,0,0,0,0,-,8,11,0,380917119,,,,,,,,,,
SF,0,0,0,2,2,0,0,0,0,4,12,0,380917125,,,,,,,,,,
SD,0,1,0,0,0,0,0,1,0,2,5,0,380917125,,,,,,,,,,
TOR,0,0,0,0,1,1,4,0,0,6,9,2,380918101,,,,,,,,,,
BAL,1,0,0,3,0,0,0,0,0,4,6,1,380918101,,,,,,,,,,
BOS,0,0,1,0,0,0,0,0,1,2,5,0,380918110,,,,,,,,,,
NYY,0,0,0,0,0,0,3,0,-,3,3,2,380918110,,,,,,,,,,
NYM,0,0,1,1,0,0,0,0,0,2,6,0,380918122,,,,,,,,,,
PHI,0,0,0,0,0,5,0,0,-,5,7,0,380918122,,,,,,,,,,
KC,0,0,0,0,0,0,0,0,1,1,7,1,380918123,0.0,0.0,,,,,,,,
PIT,0,0,0,0,0,0,1,0,0,2,9,0,380918123,0.0,1.0,,,,,,,,
CHW,0,0,0,0,0,2,1,0,0,3,9,2,380918105,,,,,,,,,,
CLE,0,2,0,0,3,0,0,0,-,5,7,0,380918105,,,,,,,,,,
MIN,0,0,0,0,0,2,3,0,0,5,10,0,380918106,,,,,,,,,,
DET,0,0,0,0,0,0,2,0,1,3,6,0,380918106,,,,,,,,,,
WSH,0,2,0,1,0,1,0,0,0,4,9,0,380918128,,,,,,,,,,
MIA,0,1,0,0,1,0,0,0,0,2,6,1,380918128,,,,,,,,,,
STL,0,0,0,2,0,0,0,4,2,8,11,1,380918115,,,,,,,,,,
ATL,0,0,1,0,0,0,0,0,0,1,7,1,380918115,,,,,,,,,,
CIN,2,0,0,1,0,0,0,0,0,3,9,1,380918108,,,,,,,,,,
MIL,0,1,0,0,0,0,0,0,0,1,3,0,380918108,,,,,,,,,,
TB,0,0,0,3,0,0,1,0,0,4,15,1,380918113,,,,,,,,,,
TEX,0,0,0,0,0,0,0,0,0,0,4,0,380918113,,,,,,,,,,
SEA,0,0,0,0,0,0,0,0,0,0,6,1,380918118,,,,,,,,,,
HOU,0,0,4,0,0,0,1,2,-,7,7,0,380918118,,,,,,,,,,
CHC,2,3,0,0,4,0,0,0,0,9,12,2,380918129,,,,,,,,,,
ARI,0,1,0,0,0,0,0,0,0,1,4,3,380918129,,,,,,,,,,
LAA,0,0,0,1,0,6,0,2,0,9,9,0,380918111,,,,,,,,,,
OAK,0,0,0,4,0,0,0,3,0,7,7,1,380918111,,,,,,,,,,
COL,0,0,1,0,1,0,0,0,0,2,4,2,380918119,0.0,,,,,,,,,
LAD,1,0,0,0,1,0,0,0,0,3,6,2,380918119,1.0,,,,,,,,,
SF,0,2,0,1,0,0,0,2,0,5,9,0,380918125,,,,,,,,,,
SD,1,0,1,0,2,0,0,0,0,4,9,1,380918125,,,,,,,,,,
STL,0,0,0,0,1,1,0,1,0,3,8,1,380919115,,,,,,,,,,
ATL,0,0,0,2,3,0,1,1,-,7,7,0,380919115,,,,,,,,,,
MIN,0,4,0,2,0,0,0,2,0,8,11,0,380919106,,,,,,,,,,
DET,0,0,0,0,0,0,0,0,2,2,4,1,380919106,,,,,,,,,,
TB,0,3,1,4,0,0,0,1,0,9,16,0,380919113,,,,,,,,,,
TEX,0,0,1,1,0,1,0,0,0,3,7,2,380919113,,,,,,,,,,
NYM,0,0,0,0,0,0,0,0,0,0,6,1,380919122,,,,,,,,,,
PHI,1,0,0,2,1,0,0,0,-,4,7,2,380919122,,,,,,,,,,
BOS,0,0,0,0,1,0,0,0,0,1,9,1,380919110,,,,,,,,,,
NYY,0,3,0,1,0,4,0,2,-,10,11,0,380919110,,,,,,,,,,
TOR,0,0,0,0,0,0,0,1,0,1,4,1,380919101,,,,,,,,,,
BAL,0,0,1,0,0,0,1,0,-,2,6,0,380919101,,,,,,,,,,
KC,0,0,1,0,0,0,0,0,0,1,6,0,380919123,,,,,,,,,,
PIT,0,1,0,0,1,0,0,0,-,2,9,1,380919123,,,,,,,,,,
CHW,0,0,0,0,0,1,0,0,0,1,5,0,380919105,,,,,,,,,,
CLE,0,0,0,0,0,0,0,0,4,4,5,2,380919105,,,,,,,,,,
CIN,0,0,0,0,0,0,0,0,0,0,2,0,380919108,,,,,,,,,,
MIL,1,0,3,0,0,3,0,0,-,7,7,0,380919108,,,,,,,,,,
SEA,3,0,0,0,2,1,2,1,0,9,11,0,380919118,,,,,,,,,,
HOU,0,0,0,0,0,0,0,0,0,0,5,0,380919118,,,,,,,,,,
SF,0,3,0,0,0,0,0,1,0,4,8,0,380919125,,,,,,,,,,
SD,0,5,0,0,0,0,0,3,-,8,10,1,380919125,,,,,,,,,,
CHC,0,0,0,0,0,0,0,0,0,0,1,1,380919129,,,,,,,,,,
ARI,4,0,0,0,0,3,0,2,-,9,12,1,380919129,,,,,,,,,,
COL,2,0,0,0,0,0,0,0,0,2,4,0,380919119,,,,,,,,,,
LAD,0,1,0,0,1,0,3,0,-,5,5,2,380919119,,,,,,,,,,
LAA,0,0,0,0,0,0,0,0,0,0,4,1,380919111,,,,,,,,,,
OAK,0,0,0,6,3,0,1,0,-,10,10,0,380919111,,,,,,,,,,
LAA,0,0,1,0,0,1,0,0,1,3,5,1,380920111,,,,,,,,,,
OAK,0,0,5,7,0,6,3,0,-,21,22,0,380920111,,,,,,,,,,
LAA,0,0,1,0,0,1,0,0,1,3,5,1,400985170,,,,,,,,,,
OAK,0,0,5,7,0,6,3,0,-,21,22,0,400985170,,,,,,,,,,
BOS,1,2,1,0,1,0,3,3,0,11,13,0,380920110,,,,,,,,,,
NYY,0,2,0,4,0,0,0,0,0,6,7,2,380920110,,,,,,,,,,
NYM,0,0,3,0,0,0,0,1,0,5,10,1,380920120,0.0,0.0,1.0,,,,,,,
WSH,0,0,0,0,0,2,0,2,0,4,9,0,380920120,0.0,0.0,0.0,,,,,,,
TB,0,0,0,2,0,1,5,0,0,8,11,1,380920114,,,,,,,,,,
TOR,0,2,0,0,0,0,0,0,7,9,11,0,380920114,,,,,,,,,,
CHW,1,2,1,0,0,0,0,0,0,5,11,0,380920105,0.0,1.0,,,,,,,,
CLE,0,0,2,0,0,0,0,2,0,4,9,1,380920105,0.0,0.0,,,,,,,,
KC,3,2,0,2,0,0,0,0,1,8,12,1,380920106,,,,,,,,,,
DET,4,5,0,0,0,0,2,0,-,11,14,2,380920106,,,,,,,,,,
CIN,0,0,2,0,0,0,2,0,0,4,8,0,380920128,,,,,,,,,,
MIA,0,0,0,0,0,0,0,2,0,2,7,1,380920128,,,,,,,,,,
PHI,1,0,2,0,0,0,0,0,0,3,6,0,380920115,,,,,,,,,,
ATL,2,0,1,0,0,0,1,4,-,8,10,0,380920115,,,,,,,,,,
CHC,1,0,0,0,0,0,0,3,0,4,9,0,380921104,,,,,,,,,,
CHW,0,3,0,1,0,3,3,0,-,10,19,1,380921104,,,,,,,,,,
BOS,0,0,1,0,0,1,4,0,1,7,13,2,380921105,,,,,,,,,,
CLE,0,0,0,3,1,0,1,0,0,5,9,0,380921105,,,,,,,,,,
BAL,0,0,0,0,2,0,2,4,0,8,13,0,380921110,,,,,,,,,,
NYY,2,0,0,4,0,0,3,1,-,10,10,1,380921110,,,,,,,,,,
NYM,1,0,3,0,0,0,0,0,0,4,8,0,380921120,,,,,,,,,,
WSH,0,1,0,0,0,0,0,0,1,2,6,1,380921120,,,,,,,,,,
MIL,0,0,0,1,0,6,1,0,0,8,10,0,380921123,,,,,,,,,,
PIT,1,0,0,2,0,0,0,0,0,3,7,0,380921123,,,,,,,,,,
TB,2,0,0,1,1,4,3,0,0,11,15,0,380921114,,,,,,,,,,
TOR,1,0,0,2,0,0,0,0,0,3,7,2,380921114,,,,,,,,,,
KC,1,0,1,2,0,0,0,0,0,4,9,1,380921106,,,,,,,,,,
DET,0,0,0,0,1,1,0,1,0,3,9,3,380921106,,,,,,,,,,
CIN,0,0,0,0,0,0,0,0,0,0,3,0,380921128,0.0,,,,,,,,,
MIA,0,0,0,0,0,0,0,0,0,1,7,0,380921128,1.0,,,,,,,,,
PHI,1,0,0,0,0,0,3,0,1,5,7,1,380921115,,,,,,,,,,
ATL,0,0,1,0,0,0,5,0,-,6,9,0,380921115,,,,,,,,,,
SEA,0,0,0,0,1,1,1,-,-,3,9,1,380921113,,,,,,,,,,
TEX,3,0,3,1,0,1,-,-,-,8,9,0,380921113,,,,,,,,,,
LAA,0,0,0,0,0,2,1,0,0,3,6,0,380921118,,,,,,,,,,
HOU,4,0,2,0,1,0,0,4,-,11,11,0,380921118,,,,,,,,,,
SF,0,0,1,0,0,0,2,0,0,3,8,0,380921124,,,,,,,,,,
STL,1,0,0,0,1,1,0,2,-,5,11,0,380921124,,,,,,,,,,
COL,0,0,0,0,1,1,0,4,0,6,8,0,380921129,,,,,,,,,,
ARI,2,0,0,0,0,0,0,0,0,2,8,0,380921129,,,,,,,,,,
MIN,0,0,0,0,0,6,0,0,0,6,9,1,380921111,0.0,,,,,,,,,
OAK,2,1,0,1,0,2,0,0,0,7,7,0,380921111,1.0,,,,,,,,,
SD,0,0,0,2,0,0,1,0,2,5,8,0,380921119,,,,,,,,,,
LAD,0,0,1,0,0,0,0,1,1,3,9,2,380921119,,,,,,,,,,
PHI,0,0,0,0,0,0,0,3,0,3,4,2,380922115,,,,,,,,,,
ATL,2,2,0,0,0,0,0,1,-,5,6,0,380922115,,,,,,,,,,
SF,0,0,1,0,0,0,3,0,0,4,11,0,380922124,0.0,,,,,,,,,
STL,0,1,1,0,0,0,2,0,0,5,8,4,380922124,1.0,,,,,,,,,
NYM,0,0,0,0,0,0,0,0,0,0,1,0,380922120,,,,,,,,,,
WSH,0,0,2,0,0,3,1,0,-,6,7,0,380922120,,,,,,,,,,
BAL,0,0,1,0,1,0,0,0,0,2,12,0,380922110,0.0,0.0,,,,,,,,
NYY,0,2,0,0,0,0,0,0,0,3,7,1,380922110,0.0,1.0,,,,,,,,
TB,0,0,1,0,0,0,1,0,0,2,7,1,380922114,,,,,,,,,,
TOR,0,0,0,3,0,0,0,2,-,5,10,0,380922114,,,,,,,,,,
KC,1,0,0,1,0,0,0,1,1,4,6,1,380922106,,,,,,,,,,
DET,1,0,1,1,0,0,0,2,-,5,11,0,380922106,,,,,,,,,,
MIL,0,0,0,0,0,0,0,0,0,0,5,0,380922123,,,,,,,,,,
PIT,0,0,2,0,0,0,0,1,-,3,10,1,380922123,,,,,,,,,,
CHC,2,0,0,0,3,0,0,0,3,8,9,1,380922104,,,,,,,,,,
CHW,1,0,1,0,1,0,0,0,0,3,8,1,380922104,,,,,,,,,,
BOS,0,0,1,1,0,0,0,2,0,4,8,1,380922105,0.0,0.0,,,,,,,,
CLE,0,2,1,1,0,0,0,0,0,5,12,1,380922105,0.0,1.0,,,,,,,,
LAA,0,0,0,0,0,0,0,5,0,5,7,1,380922118,,,,,,,,,,
HOU,0,0,0,1,0,0,0,9,-,10,12,2,380922118,,,,,,,,,,
CIN,0,0,0,0,0,0,0,1,0,1,6,2,380922128,,,,,,,,,,
MIA,0,0,0,2,0,3,0,0,-,5,7,0,380922128,,,,,,,,,,
SEA,0,0,0,0,3,1,1,5,3,13,16,0,380922113,,,,,,,,,,
TEX,0,0,0,0,0,0,0,0,0,0,3,0,380922113,,,,,,,,,,
COL,0,0,4,0,0,0,0,0,1,5,8,0,380922129,,,,,,,,,,
ARI,0,0,0,0,1,0,0,0,0,1,3,1,380922129,,,,,,,,,,
MIN,0,0,1,0,0,0,1,0,0,2,7,1,380922111,,,,,,,,,,
OAK,0,0,0,0,2,0,0,0,1,3,8,0,380922111,,,,,,,,,,
SD,0,0,0,0,0,1,0,0,1,2,8,0,380922119,,,,,,,,,,
LAD,1,0,5,0,0,1,0,0,-,7,9,0,380922119,,,,,,,,,,
BAL,0,1,0,0,0,4,0,1,0,6,12,0,380923110,,,,,,,,,,
NYY,3,0,0,0,0,0,0,0,0,3,4,0,380923110,,,,,,,,,,
TB,0,0,0,1,0,1,0,3,0,5,5,1,380923114,,,,,,,,,,
TOR,0,0,0,0,0,0,0,2,0,2,8,1,380923114,,,,,,,,,,
KC,1,0,0,0,0,2,0,0,0,3,10,0,380923106,,,,,,,,,,
DET,0,0,0,1,0,0,0,0,1,2,6,0,380923106,,,,,,,,,,
CIN,0,0,0,0,0,0,0,0,0,0,4,2,380923128,,,,,,,,,,
MIA,0,0,4,0,2,0,0,0,-,6,14,0,380923128,,,,,,,,,,
PHI,0,0,1,0,0,0,0,0,0,1,6,1,380923115,,,,,,,,,,
ATL,0,1,0,0,1,0,0,0,-,2,4,0,380923115,,,,,,,,,,
NYM,1,0,0,4,2,1,0,0,0,8,14,1,380923120,,,,,,,,,,
WSH,0,0,3,0,0,0,0,3,0,6,11,0,380923120,,,,,,,,,,
MIL,1,5,1,0,0,5,0,1,0,13,12,1,380923123,,,,,,,,,,
PIT,0,0,0,0,4,0,0,0,2,6,6,2,380923123,,,,,,,,,,
CHC,3,1,2,0,0,0,0,0,0,6,15,0,380923104,,,,,,,,,,
CHW,0,0,0,0,1,0,0,0,0,1,4,0,380923104,,,,,,,,,,
LAA,1,0,0,0,0,1,0,0,0,2,4,1,380923118,,,,,,,,,,
HOU,3,0,1,0,1,0,1,0,-,6,12,0,380923118,,,,,,,,,,
SF,0,0,0,0,0,0,2,0,0,2,5,0,380923124,,,,,,,,,,
STL,0,1,0,1,0,5,0,2,-,9,12,2,380923124,,,,,,,,,,
SEA,0,0,1,0,0,0,0,0,0,1,6,0,380923113,,,,,,,,,,
TEX,0,0,0,0,0,4,0,2,-,6,12,0,380923113,,,,,,,,,,
MIN,2,0,0,3,0,0,0,0,0,5,9,0,380923111,,,,,,,,,,
OAK,0,1,0,0,0,0,0,0,0,1,8,2,380923111,,,,,,,,,,
SD,0,0,0,0,0,0,0,0,0,0,5,0,380923119,,,,,,,,,,
LAD,0,2,0,6,2,0,4,0,-,14,16,0,380923119,,,,,,,,,,
COL,0,0,1,0,1,0,0,0,0,2,7,1,380923129,,,,,,,,,,
ARI,0,0,0,0,0,0,0,0,0,0,7,0,380923129,,,,,,,,,,
BOS,1,0,1,0,1,0,0,0,0,3,8,3,380923105,0.0,0.0,,,,,,,,
CLE,0,0,0,3,0,0,0,0,0,4,9,0,380923105,0.0,1.0,,,,,,,,
NYY,0,0,1,0,2,0,1,0,0,4,8,1,380924130,,,,,,,,,,
TB,0,0,0,1,0,0,0,0,0,1,2,0,380924130,,,,,,,,,,
MIA,1,0,0,0,1,0,1,0,0,3,6,0,380924120,,,,,,,,,,
WSH,2,0,0,4,1,0,0,0,-,7,9,2,380924120,,,,,,,,,,
HOU,1,2,1,0,0,0,0,0,1,5,11,1,380924114,,,,,,,,,,
TOR,0,0,0,2,1,0,0,0,0,3,11,0,380924114,,,,,,,,,,
BAL,0,0,0,0,1,0,0,1,0,2,7,1,380924102,,,,,,,,,,
BOS,0,4,0,2,0,0,0,0,-,6,10,0,380924102,,,,,,,,,,
PIT,2,0,0,0,0,1,1,0,1,5,7,0,380924116,,,,,,,,,,
CHC,0,0,1,0,0,0,0,0,0,1,7,1,380924116,,,,,,,,,,
CLE,0,0,0,0,0,0,1,0,3,4,14,0,380924104,,,,,,,,,,
CHW,0,0,0,0,0,0,0,0,0,0,4,0,380924104,,,,,,,,,,
MIL,0,1,0,0,0,2,1,1,1,6,9,0,380924124,,,,,,,,,,
STL,0,0,1,0,0,3,0,0,0,4,8,1,380924124,,,,,,,,,,
PHI,0,0,0,0,0,0,1,0,0,1,5,1,380924127,,,,,,,,,,
COL,0,0,5,3,0,1,0,1,-,10,13,0,380924127,,,,,,,,,,
LAD,1,0,0,0,1,0,2,0,3,7,9,0,380924129,,,,,,,,,,
ARI,1,0,1,0,1,0,0,0,1,4,7,0,380924129,,,,,,,,,,
TEX,0,1,0,0,0,2,0,0,1,4,7,1,380924103,0.0,0.0,,,,,,,,
LAA,1,0,0,2,0,1,0,0,0,5,7,0,380924103,0.0,1.0,,,,,,,,
OAK,0,0,1,1,0,1,2,2,0,7,10,0,380924112,,,,,,,,,,
SEA,1,0,0,0,0,2,0,0,0,3,6,0,380924112,,,,,,,,,,
SD,0,1,1,1,0,2,0,0,0,5,12,0,380924126,,,,,,,,,,
SF,0,0,0,0,0,0,0,0,0,0,7,1,380924126,,,,,,,,,,
KC,0,1,0,2,0,0,0,0,1,4,7,0,380925117,,,,,,,,,,
CIN,0,0,0,0,2,0,1,0,0,3,9,1,380925117,,,,,,,,,,
NYY,0,0,7,0,1,0,0,0,1,9,10,1,380925130,,,,,,,,,,
TB,0,0,2,0,0,0,0,0,0,2,5,0,380925130,,,,,,,,,,
MIA,0,0,0,1,0,0,0,2,1,4,9,1,380925120,,,,,,,,,,
WSH,3,0,0,0,0,0,6,0,-,9,11,2,380925120,,,,,,,,,,
HOU,2,0,0,0,0,2,0,0,0,4,8,0,380925114,,,,,,,,,,
TOR,0,0,1,0,0,0,0,0,0,1,6,3,380925114,,,,,,,,,,
ATL,0,0,0,0,0,0,4,3,0,7,10,0,380925121,,,,,,,,,,
NYM,0,0,2,0,0,1,0,0,0,3,6,2,380925121,,,,,,,,,,
CLE,0,0,3,1,0,0,0,0,0,4,7,3,380925104,,,,,,,,,,
CHW,2,0,0,0,0,0,0,0,3,5,9,0,380925104,,,,,,,,,,
MIL,2,0,0,4,1,0,0,2,3,12,15,0,380925124,,,,,,,,,,
STL,0,0,0,3,1,0,0,0,0,4,8,3,380925124,,,,,,,,,,
PIT,0,3,1,0,1,1,0,0,0,6,10,0,380925116,,,,,,,,,,
CHC,0,0,0,0,0,0,0,0,0,0,5,1,380925116,,,,,,,,,,
DET,0,0,0,0,0,0,0,4,0,4,6,1,380925109,,,,,,,,,,
MIN,1,0,0,0,0,0,0,1,0,2,9,3,380925109,,,,,,,,,,
PHI,0,0,1,0,0,2,0,0,0,3,9,1,380925127,,,,,,,,,,
COL,0,0,3,3,2,0,2,0,-,10,14,2,380925127,,,,,,,,,,
LAD,0,1,0,0,0,0,1,0,1,3,10,1,380925129,,,,,,,,,,
ARI,0,0,0,0,0,2,1,0,1,4,8,1,380925129,,,,,,,,,,
TEX,0,0,1,0,0,0,0,0,0,1,6,2,380925103,,,,,,,,,,
LAA,0,0,0,0,0,4,0,0,-,4,5,0,380925103,,,,,,,,,,
